Epoch,gpu_mem,GIoU,obj,cls,total,targets,img_size,P,R,mAP@0.5,mAP@0.5:0.95,Val GIoU,Val objectness,Val classification,model,n_images
204/299,11.9G,0.01255,0.03912,0.0005961,0.05226,147,640,0.7844,0.9986,0.995,0.9642,0.007479,0.02426,0.0001087,YOLO v5,2000
205/299,11.9G,0.01256,0.0391,0.000601,0.05226,170,640,0.7846,0.9986,0.995,0.9645,0.007466,0.02422,0.0001084,YOLO v5,2000
206/299,11.9G,0.01244,0.03833,0.0006487,0.05142,189,640,0.7859,0.9986,0.995,0.9644,0.007452,0.02416,0.0001079,YOLO v5,2000
207/299,11.9G,0.01247,0.03839,0.0006688,0.05153,148,640,0.7871,0.9986,0.995,0.9647,0.007441,0.02412,0.0001075,YOLO v5,2000
208/299,11.9G,0.01237,0.03847,0.0006102,0.05146,159,640,0.7876,0.9986,0.995,0.9649,0.007424,0.02406,0.000107,YOLO v5,2000
209/299,11.9G,0.01232,0.03831,0.0006168,0.05124,137,640,0.789,0.9986,0.995,0.9651,0.007412,0.02401,0.0001066,YOLO v5,2000
210/299,11.9G,0.01218,0.03764,0.0006064,0.05043,191,640,0.7898,0.9986,0.995,0.9652,0.007399,0.02396,0.0001062,YOLO v5,2000
211/299,11.9G,0.01218,0.03767,0.0006317,0.05047,156,640,0.7901,0.9986,0.995,0.9657,0.007387,0.02392,0.0001058,YOLO v5,2000
212/299,11.9G,0.01214,0.03766,0.0006049,0.05041,170,640,0.7911,0.9986,0.995,0.9658,0.007371,0.02386,0.0001054,YOLO v5,2000
213/299,11.9G,0.01222,0.03718,0.000542,0.04994,164,640,0.7916,0.9986,0.995,0.966,0.00736,0.0238,0.000105,YOLO v5,2000
214/299,11.9G,0.01211,0.03748,0.0005775,0.05017,201,640,0.7922,0.9986,0.995,0.9661,0.007346,0.02375,0.0001046,YOLO v5,2000
215/299,11.9G,0.01196,0.03798,0.0005624,0.0505,213,640,0.7929,0.9986,0.995,0.9661,0.00733,0.0237,0.0001042,YOLO v5,2000
216/299,11.9G,0.01199,0.03667,0.0006013,0.04926,175,640,0.7931,0.9986,0.995,0.9663,0.00732,0.02366,0.0001038,YOLO v5,2000
217/299,11.9G,0.01198,0.03711,0.0006144,0.04971,194,640,0.7942,0.9986,0.995,0.9663,0.007307,0.0236,0.0001034,YOLO v5,2000
218/299,11.9G,0.01193,0.03671,0.0005509,0.04919,210,640,0.7952,0.9986,0.995,0.9666,0.007293,0.02355,0.000103,YOLO v5,2000
219/299,11.9G,0.01173,0.0364,0.0005352,0.04867,208,640,0.7968,0.9986,0.995,0.9669,0.007281,0.02351,0.0001026,YOLO v5,2000
220/299,11.9G,0.01174,0.03623,0.000495,0.04847,144,640,0.7971,0.9986,0.995,0.9669,0.007268,0.02345,0.0001022,YOLO v5,2000
221/299,11.9G,0.01162,0.03629,0.0005211,0.04843,200,640,0.7978,0.9986,0.995,0.967,0.007256,0.02339,0.0001018,YOLO v5,2000
222/299,11.9G,0.01176,0.03592,0.0005618,0.04824,177,640,0.7994,0.9986,0.995,0.9669,0.007245,0.02334,0.0001014,YOLO v5,2000
223/299,11.9G,0.01159,0.03623,0.0005633,0.04839,188,640,0.7999,0.9986,0.995,0.967,0.00723,0.02329,0.000101,YOLO v5,2000
224/299,11.9G,0.0117,0.03624,0.0005243,0.04846,200,640,0.8005,0.9986,0.995,0.967,0.007218,0.02324,0.0001006,YOLO v5,2000
225/299,11.9G,0.01163,0.03604,0.0005243,0.04819,149,640,0.8011,0.9986,0.995,0.9672,0.007206,0.02318,0.0001002,YOLO v5,2000
226/299,11.9G,0.01148,0.03576,0.000521,0.04776,190,640,0.8018,0.9986,0.995,0.9672,0.007195,0.02315,9.985e-05,YOLO v5,2000
227/299,11.9G,0.01139,0.03543,0.0005187,0.04734,150,640,0.8025,0.9986,0.995,0.9673,0.007181,0.02309,9.934e-05,YOLO v5,2000
228/299,11.9G,0.01137,0.03481,0.0004298,0.04662,159,640,0.8035,0.9986,0.995,0.9678,0.00717,0.02304,9.895e-05,YOLO v5,2000
229/299,11.9G,0.01135,0.03515,0.0004107,0.04691,149,640,0.8047,0.9986,0.995,0.968,0.007156,0.02298,9.853e-05,YOLO v5,2000
230/299,11.9G,0.01142,0.03526,0.000483,0.04717,179,640,0.8053,0.9986,0.995,0.9681,0.007145,0.02293,9.811e-05,YOLO v5,2000
231/299,11.9G,0.01132,0.03487,0.000418,0.04661,169,640,0.8059,0.9986,0.995,0.9684,0.007132,0.02288,9.77e-05,YOLO v5,2000
232/299,11.9G,0.01117,0.03462,0.0004432,0.04623,193,640,0.807,0.9986,0.995,0.9684,0.00712,0.02282,9.729e-05,YOLO v5,2000
233/299,11.9G,0.01122,0.03484,0.0004656,0.04653,194,640,0.8077,0.9986,0.995,0.9685,0.007107,0.02277,9.692e-05,YOLO v5,2000
234/299,11.9G,0.01114,0.03493,0.0004617,0.04653,168,640,0.8086,0.9986,0.995,0.9685,0.007094,0.02271,9.645e-05,YOLO v5,2000
235/299,11.9G,0.01109,0.03419,0.000466,0.04574,155,640,0.8096,0.9986,0.995,0.9685,0.007082,0.02267,9.606e-05,YOLO v5,2000
236/299,11.9G,0.01109,0.03424,0.0004627,0.04579,213,640,0.8108,0.9986,0.995,0.9687,0.007068,0.02261,9.563e-05,YOLO v5,2000
237/299,11.9G,0.01109,0.0345,0.0004244,0.04601,113,640,0.8113,0.9986,0.995,0.9687,0.007056,0.02257,9.517e-05,YOLO v5,2000
238/299,11.9G,0.011,0.03431,0.0003737,0.04568,169,640,0.8118,0.9986,0.995,0.969,0.007045,0.02252,9.471e-05,YOLO v5,2000
239/299,11.9G,0.01096,0.03361,0.0004509,0.04503,165,640,0.8125,0.9986,0.995,0.9691,0.007033,0.02247,9.424e-05,YOLO v5,2000
240/299,11.9G,0.01084,0.03386,0.0004432,0.04515,194,640,0.8133,0.9986,0.995,0.9694,0.00702,0.02241,9.378e-05,YOLO v5,2000
241/299,11.9G,0.01083,0.0336,0.0004252,0.04485,183,640,0.8136,0.9986,0.995,0.9696,0.007007,0.02235,9.336e-05,YOLO v5,2000
242/299,11.9G,0.01075,0.03395,0.0003798,0.04508,197,640,0.8146,0.9986,0.995,0.9694,0.006997,0.02231,9.278e-05,YOLO v5,2000
243/299,11.9G,0.01084,0.03375,0.0004044,0.04499,248,640,0.816,0.9986,0.995,0.9696,0.006984,0.02225,9.24e-05,YOLO v5,2000
244/299,11.9G,0.01076,0.03304,0.000386,0.04419,147,640,0.8164,0.9986,0.995,0.9699,0.006971,0.02221,9.189e-05,YOLO v5,2000
245/299,11.9G,0.01077,0.03309,0.0004082,0.04426,117,640,0.8181,0.9986,0.995,0.9699,0.006959,0.02216,9.141e-05,YOLO v5,2000
246/299,11.9G,0.01076,0.03369,0.0003973,0.04484,193,640,0.8184,0.9986,0.995,0.97,0.006948,0.0221,9.094e-05,YOLO v5,2000
247/299,11.9G,0.01067,0.03286,0.0004249,0.04395,173,640,0.819,0.9986,0.995,0.9701,0.006935,0.02206,9.05e-05,YOLO v5,2000
248/299,11.9G,0.01061,0.03298,0.0003682,0.04396,182,640,0.8199,0.9986,0.995,0.9699,0.006923,0.022,9.001e-05,YOLO v5,2000
249/299,11.9G,0.0106,0.03231,0.0004197,0.04333,151,640,0.8203,0.9986,0.995,0.9704,0.00691,0.02195,8.949e-05,YOLO v5,2000
250/299,11.9G,0.01057,0.03274,0.0003888,0.04369,239,640,0.8211,0.9986,0.995,0.9707,0.006896,0.0219,8.904e-05,YOLO v5,2000
251/299,11.9G,0.01043,0.03223,0.0003695,0.04303,156,640,0.8218,0.9986,0.995,0.971,0.006882,0.02184,8.852e-05,YOLO v5,2000
252/299,11.9G,0.01043,0.03229,0.0003798,0.0431,128,640,0.8231,0.9986,0.995,0.971,0.006872,0.02179,8.803e-05,YOLO v5,2000
253/299,11.9G,0.01036,0.03267,0.0003808,0.04342,180,640,0.8245,0.9986,0.995,0.9711,0.006859,0.02175,8.758e-05,YOLO v5,2000
254/299,11.9G,0.01045,0.03256,0.0003872,0.0434,182,640,0.8259,0.9986,0.995,0.9715,0.006848,0.02171,8.71e-05,YOLO v5,2000
255/299,11.9G,0.01043,0.03254,0.0003692,0.04334,151,640,0.8271,0.9986,0.995,0.9713,0.006835,0.02165,8.655e-05,YOLO v5,2000
256/299,11.9G,0.01035,0.03188,0.0003823,0.04262,177,640,0.8286,0.9986,0.995,0.9716,0.006823,0.0216,8.601e-05,YOLO v5,2000
257/299,11.9G,0.0103,0.03192,0.0003929,0.04261,186,640,0.8296,0.9986,0.995,0.9716,0.006811,0.02154,8.552e-05,YOLO v5,2000
258/299,11.9G,0.01026,0.03161,0.0003628,0.04224,131,640,0.8304,0.9986,0.995,0.9719,0.006799,0.0215,8.502e-05,YOLO v5,2000
259/299,11.9G,0.01033,0.032,0.0004186,0.04275,172,640,0.8307,0.9986,0.995,0.9721,0.006787,0.02145,8.458e-05,YOLO v5,2000
260/299,11.9G,0.01018,0.03171,0.0003467,0.04224,149,640,0.8315,0.9986,0.995,0.9723,0.006776,0.0214,8.406e-05,YOLO v5,2000
261/299,11.9G,0.01015,0.03166,0.0003384,0.04215,120,640,0.8327,0.9986,0.995,0.9721,0.006763,0.02135,8.356e-05,YOLO v5,2000
262/299,11.9G,0.01018,0.03138,0.0003181,0.04188,155,640,0.8333,0.9986,0.995,0.9723,0.006753,0.0213,8.31e-05,YOLO v5,2000
263/299,11.9G,0.01017,0.03111,0.0003235,0.04161,220,640,0.8337,0.9986,0.995,0.9726,0.006742,0.02125,8.261e-05,YOLO v5,2000
264/299,11.9G,0.01012,0.03148,0.0003559,0.04195,162,640,0.8347,0.9986,0.995,0.9726,0.006729,0.02119,8.207e-05,YOLO v5,2000
265/299,11.9G,0.01002,0.03099,0.0003382,0.04134,170,640,0.8361,0.9986,0.995,0.9727,0.006718,0.02116,8.162e-05,YOLO v5,2000
266/299,11.9G,0.01007,0.03119,0.0003743,0.04163,232,640,0.8369,0.9986,0.995,0.9728,0.006707,0.0211,8.109e-05,YOLO v5,2000
267/299,11.9G,0.01004,0.03077,0.0003499,0.04116,196,640,0.8378,0.9986,0.995,0.9728,0.006694,0.02106,8.059e-05,YOLO v5,2000
268/299,11.9G,0.01002,0.03085,0.0003195,0.04119,196,640,0.8387,0.9986,0.995,0.973,0.006683,0.021,8.005e-05,YOLO v5,2000
269/299,11.9G,0.01001,0.03078,0.000309,0.0411,111,640,0.8396,0.9986,0.995,0.9734,0.006671,0.02095,7.954e-05,YOLO v5,2000
270/299,11.9G,0.009904,0.03058,0.0003097,0.0408,187,640,0.8403,0.9986,0.995,0.9735,0.00666,0.02091,7.898e-05,YOLO v5,2000
271/299,11.9G,0.009975,0.03095,0.0003328,0.04125,196,640,0.8407,0.9986,0.995,0.9736,0.006648,0.02086,7.849e-05,YOLO v5,2000
272/299,11.9G,0.00987,0.03052,0.0003521,0.04074,150,640,0.8413,0.9986,0.995,0.9736,0.006636,0.02082,7.8e-05,YOLO v5,2000
273/299,11.9G,0.009906,0.03043,0.0003174,0.04065,178,640,0.8424,0.9986,0.995,0.9739,0.006624,0.02076,7.749e-05,YOLO v5,2000
274/299,11.9G,0.009846,0.03034,0.0003512,0.04054,127,640,0.8433,0.9986,0.995,0.9738,0.006612,0.02073,7.697e-05,YOLO v5,2000
275/299,11.9G,0.009749,0.03032,0.00033,0.0404,174,640,0.844,0.9986,0.995,0.9741,0.006601,0.02068,7.649e-05,YOLO v5,2000
276/299,11.9G,0.009823,0.03034,0.0003216,0.04049,213,640,0.8446,0.9986,0.995,0.9741,0.00659,0.02064,7.599e-05,YOLO v5,2000
277/299,11.9G,0.009758,0.03001,0.0003482,0.04012,165,640,0.8454,0.9986,0.995,0.9742,0.006579,0.02059,7.551e-05,YOLO v5,2000
278/299,11.9G,0.009833,0.02998,0.0002687,0.04008,121,640,0.8459,0.9986,0.995,0.9744,0.006567,0.02055,7.506e-05,YOLO v5,2000
279/299,11.9G,0.009712,0.02965,0.0003128,0.03968,153,640,0.847,0.9986,0.995,0.9745,0.006557,0.02051,7.461e-05,YOLO v5,2000
280/299,11.9G,0.009713,0.03028,0.0003103,0.0403,175,640,0.848,0.9986,0.995,0.9745,0.006547,0.02047,7.412e-05,YOLO v5,2000
281/299,11.9G,0.00976,0.03,0.0003052,0.04006,189,640,0.8483,0.9986,0.995,0.9746,0.006536,0.02041,7.359e-05,YOLO v5,2000
282/299,11.9G,0.009697,0.02992,0.0003161,0.03993,163,640,0.8489,0.9986,0.995,0.9749,0.006524,0.02037,7.31e-05,YOLO v5,2000
283/299,11.9G,0.009826,0.02995,0.0003148,0.04009,210,640,0.8495,0.9986,0.995,0.9749,0.006513,0.02033,7.265e-05,YOLO v5,2000
284/299,11.9G,0.009684,0.02975,0.0002935,0.03972,128,640,0.8506,0.9986,0.995,0.9752,0.006503,0.02028,7.222e-05,YOLO v5,2000
285/299,11.9G,0.00963,0.02965,0.000308,0.03958,186,640,0.8516,0.9986,0.995,0.9755,0.006491,0.02023,7.172e-05,YOLO v5,2000
286/299,11.9G,0.009572,0.0295,0.0003012,0.03937,174,640,0.8522,0.9986,0.995,0.9753,0.00648,0.0202,7.128e-05,YOLO v5,2000
287/299,11.9G,0.009618,0.02944,0.0003138,0.03937,235,640,0.8527,0.9986,0.995,0.9755,0.006469,0.02016,7.084e-05,YOLO v5,2000
288/299,11.9G,0.009675,0.02929,0.0002683,0.03923,162,640,0.853,0.9986,0.995,0.9756,0.006458,0.02012,7.038e-05,YOLO v5,2000
289/299,11.9G,0.009552,0.02908,0.0003209,0.03895,114,640,0.8534,0.9986,0.995,0.9758,0.006448,0.02008,6.994e-05,YOLO v5,2000
290/299,11.9G,0.00965,0.02949,0.0002742,0.03942,151,640,0.8543,0.9986,0.995,0.9756,0.006437,0.02003,6.949e-05,YOLO v5,2000
291/299,11.9G,0.00952,0.02942,0.000314,0.03926,201,640,0.8551,0.9986,0.995,0.976,0.006426,0.01999,6.906e-05,YOLO v5,2000
292/299,11.9G,0.009564,0.02914,0.0003288,0.03904,167,640,0.8554,0.9986,0.995,0.976,0.006414,0.01994,6.863e-05,YOLO v5,2000
293/299,11.9G,0.009442,0.02928,0.0002968,0.03902,131,640,0.8562,0.9986,0.995,0.9762,0.006404,0.0199,6.817e-05,YOLO v5,2000
294/299,11.9G,0.009555,0.02915,0.0002674,0.03897,169,640,0.8566,0.9986,0.995,0.9763,0.006394,0.01986,6.774e-05,YOLO v5,2000
295/299,11.9G,0.009561,0.02939,0.0002923,0.03924,190,640,0.8578,0.9986,0.995,0.9763,0.006384,0.01982,6.732e-05,YOLO v5,2000
296/299,11.9G,0.009371,0.02911,0.0002826,0.03877,145,640,0.8584,0.9986,0.995,0.9763,0.006374,0.01978,6.688e-05,YOLO v5,2000
297/299,11.9G,0.009479,0.0293,0.0003204,0.03909,188,640,0.859,0.9986,0.995,0.9769,0.006364,0.01974,6.649e-05,YOLO v5,2000
298/299,11.9G,0.00946,0.02866,0.0003093,0.03843,204,640,0.8602,0.9986,0.995,0.9769,0.006352,0.0197,6.609e-05,YOLO v5,2000
299/299,11.9G,0.009538,0.02923,0.0003099,0.03908,186,640,0.8615,0.9986,0.995,0.9769,0.006343,0.01966,6.57e-05,YOLO v5,2000
0/299,11.7G,0.08892,0.1464,0.05034,0.2856,120,640,0,0,0.001912,0.0003077,0.07135,0.1356,0.04828,YOLO v5,500
1/299,11.9G,0.07927,0.1521,0.0487,0.28,165,640,0.02887,0.01057,0.02481,0.005231,0.06916,0.1245,0.04765,YOLO v5,500
2/299,11.9G,0.07367,0.1504,0.04755,0.2716,146,640,0.0977,0.01848,0.02608,0.006957,0.06452,0.1361,0.04708,YOLO v5,500
3/299,11.9G,0.06893,0.1573,0.04678,0.2731,187,640,0.1301,0.1629,0.08488,0.02414,0.06,0.1309,0.04674,YOLO v5,500
4/299,11.9G,0.0639,0.1561,0.04642,0.2664,185,640,0.1642,0.09894,0.09846,0.02955,0.06196,0.1286,0.04595,YOLO v5,500
5/299,11.9G,0.06182,0.1507,0.0453,0.2578,186,640,0.1727,0.2432,0.1547,0.0492,0.05638,0.1257,0.04455,YOLO v5,500
6/299,11.9G,0.05902,0.1535,0.04417,0.2567,170,640,0.1366,0.3774,0.1721,0.06237,0.05349,0.1347,0.04404,YOLO v5,500
7/299,11.9G,0.05628,0.1505,0.0435,0.2503,157,640,0.1169,0.1433,0.04629,0.01566,0.06657,0.1766,0.1697,YOLO v5,500
8/299,11.9G,0.0563,0.1474,0.04181,0.2455,187,640,0.2259,0.5007,0.289,0.1337,0.04887,0.1187,0.04201,YOLO v5,500
9/299,11.9G,0.05404,0.1432,0.04221,0.2395,214,640,0.2055,0.5659,0.3074,0.1491,0.0472,0.1203,0.04018,YOLO v5,500
10/299,11.9G,0.05187,0.1426,0.04084,0.2353,163,640,0.1742,0.6236,0.2376,0.1083,0.04614,0.1245,0.04446,YOLO v5,500
11/299,11.9G,0.05021,0.1433,0.0397,0.2332,159,640,0.2064,0.6081,0.3527,0.1764,0.04354,0.1227,0.04204,YOLO v5,500
12/299,11.9G,0.04953,0.1386,0.03881,0.2269,234,640,0.19,0.6898,0.3688,0.1744,0.04391,0.1257,0.03812,YOLO v5,500
13/299,11.9G,0.04799,0.1355,0.03798,0.2214,144,640,0.2294,0.6069,0.2738,0.1338,0.04198,0.1177,0.0476,YOLO v5,500
14/299,11.9G,0.04729,0.1374,0.03727,0.2219,160,640,0.2459,0.6835,0.3873,0.2088,0.04158,0.1163,0.03744,YOLO v5,500
15/299,11.9G,0.04638,0.1322,0.03648,0.2151,138,640,0.2586,0.6468,0.3854,0.2117,0.04269,0.1101,0.0515,YOLO v5,500
16/299,11.9G,0.04568,0.1336,0.03641,0.2157,133,640,0.1764,0.7697,0.3057,0.1556,0.04083,0.1226,0.03809,YOLO v5,500
17/299,11.9G,0.04516,0.1304,0.0359,0.2114,143,640,0.1724,0.7931,0.3969,0.2198,0.04044,0.1219,0.03726,YOLO v5,500
18/299,11.9G,0.04449,0.1315,0.03335,0.2093,141,640,0.2712,0.7138,0.4854,0.2772,0.03951,0.1093,0.03341,YOLO v5,500
19/299,11.9G,0.04427,0.126,0.03293,0.2032,193,640,0.255,0.7765,0.54,0.2924,0.03974,0.1079,0.03217,YOLO v5,500
20/299,11.9G,0.04368,0.1292,0.03215,0.205,126,640,0.2486,0.7614,0.5281,0.3092,0.03899,0.1065,0.03277,YOLO v5,500
21/299,11.9G,0.0436,0.1288,0.03036,0.2027,126,640,0.2416,0.8038,0.5788,0.3312,0.03827,0.1108,0.0305,YOLO v5,500
22/299,11.9G,0.0426,0.1261,0.03114,0.1998,131,640,0.2922,0.8044,0.591,0.3291,0.03791,0.1034,0.03129,YOLO v5,500
23/299,11.9G,0.04244,0.1235,0.02916,0.1951,130,640,0.2775,0.817,0.6148,0.3729,0.03626,0.1032,0.02838,YOLO v5,500
24/299,11.9G,0.04135,0.125,0.02785,0.1942,222,640,0.3053,0.7693,0.6155,0.3766,0.03688,0.1019,0.02953,YOLO v5,500
25/299,11.9G,0.0422,0.1227,0.02789,0.1927,189,640,0.299,0.8046,0.6292,0.3795,0.03702,0.1022,0.02881,YOLO v5,500
26/299,11.9G,0.04172,0.1207,0.02585,0.1883,171,640,0.3376,0.8334,0.6899,0.4245,0.03565,0.09853,0.02368,YOLO v5,500
27/299,11.9G,0.04094,0.1198,0.0244,0.1851,194,640,0.239,0.8634,0.6653,0.4112,0.03561,0.1053,0.02489,YOLO v5,500
28/299,11.9G,0.04083,0.117,0.02333,0.1812,180,640,0.3063,0.8312,0.6852,0.4249,0.03533,0.09858,0.02369,YOLO v5,500
29/299,11.9G,0.04007,0.1184,0.02518,0.1837,201,640,0.3073,0.8517,0.7086,0.4328,0.03578,0.1003,0.02481,YOLO v5,500
30/299,11.9G,0.04016,0.1168,0.02342,0.1804,211,640,0.2711,0.8862,0.7182,0.4442,0.03534,0.1032,0.02079,YOLO v5,500
31/299,11.9G,0.03985,0.118,0.02283,0.1807,161,640,0.2843,0.8873,0.7289,0.4588,0.03423,0.1001,0.02106,YOLO v5,500
32/299,11.9G,0.04002,0.1166,0.02055,0.1772,146,640,0.3898,0.839,0.7332,0.4609,0.03448,0.0953,0.01996,YOLO v5,500
33/299,11.9G,0.03949,0.1141,0.01904,0.1726,142,640,0.3156,0.8519,0.7009,0.4402,0.03474,0.09771,0.02297,YOLO v5,500
34/299,11.9G,0.03859,0.1097,0.02088,0.1692,211,640,0.3435,0.8162,0.6997,0.4438,0.0357,0.09782,0.02299,YOLO v5,500
35/299,11.9G,0.03937,0.1141,0.01906,0.1725,201,640,0.3687,0.8728,0.759,0.4877,0.0345,0.09326,0.01815,YOLO v5,500
36/299,11.9G,0.03882,0.1134,0.01816,0.1703,181,640,0.3244,0.8442,0.6956,0.4286,0.03517,0.09747,0.02173,YOLO v5,500
37/299,11.9G,0.03821,0.1143,0.01749,0.17,197,640,0.3298,0.8785,0.7648,0.4889,0.03336,0.09692,0.01658,YOLO v5,500
38/299,11.9G,0.03804,0.1111,0.0175,0.1667,155,640,0.3566,0.899,0.7812,0.507,0.03323,0.0938,0.01722,YOLO v5,500
39/299,11.9G,0.03762,0.1084,0.01737,0.1633,219,640,0.3567,0.8563,0.7468,0.4725,0.03386,0.09424,0.01891,YOLO v5,500
40/299,11.9G,0.03789,0.1124,0.01617,0.1664,202,640,0.2728,0.9137,0.7804,0.4966,0.03356,0.09882,0.01661,YOLO v5,500
41/299,11.9G,0.03757,0.1101,0.01541,0.1631,134,640,0.356,0.898,0.781,0.5064,0.03294,0.095,0.01549,YOLO v5,500
42/299,11.9G,0.03714,0.109,0.01465,0.1607,177,640,0.33,0.9047,0.7858,0.5176,0.03237,0.09501,0.01584,YOLO v5,500
43/299,11.9G,0.03679,0.1089,0.01477,0.1604,158,640,0.268,0.9263,0.8001,0.5276,0.0328,0.1007,0.01617,YOLO v5,500
44/299,11.9G,0.03762,0.1086,0.01312,0.1594,117,640,0.3565,0.9071,0.8073,0.5363,0.03229,0.08974,0.01456,YOLO v5,500
45/299,11.9G,0.03659,0.1062,0.01458,0.1574,224,640,0.3874,0.8906,0.7816,0.5077,0.0327,0.08942,0.01662,YOLO v5,500
46/299,11.9G,0.03654,0.1095,0.01291,0.159,126,640,0.3363,0.8983,0.7763,0.5157,0.03181,0.09269,0.01833,YOLO v5,500
47/299,11.9G,0.03658,0.1061,0.01272,0.1554,189,640,0.361,0.9125,0.809,0.5353,0.03189,0.09004,0.01296,YOLO v5,500
48/299,11.9G,0.03642,0.105,0.01184,0.1532,176,640,0.3011,0.9297,0.7935,0.5205,0.03187,0.09724,0.01365,YOLO v5,500
49/299,11.9G,0.03662,0.1069,0.01153,0.155,200,640,0.3309,0.9219,0.8084,0.5392,0.03173,0.09303,0.01392,YOLO v5,500
50/299,11.9G,0.03584,0.1035,0.01104,0.1504,164,640,0.3783,0.9261,0.8362,0.5574,0.03194,0.08809,0.01085,YOLO v5,500
51/299,11.9G,0.03549,0.1032,0.01122,0.1499,175,640,0.3678,0.9308,0.8477,0.564,0.03135,0.08802,0.01119,YOLO v5,500
52/299,11.9G,0.03531,0.1029,0.01174,0.1499,114,640,0.3443,0.9277,0.8206,0.544,0.03204,0.09123,0.01146,YOLO v5,500
53/299,11.9G,0.03511,0.1047,0.01119,0.151,200,640,0.3843,0.9181,0.8295,0.5594,0.0311,0.08784,0.01062,YOLO v5,500
54/299,11.9G,0.03509,0.09923,0.01122,0.1455,157,640,0.3733,0.9246,0.8498,0.5714,0.03131,0.08797,0.01048,YOLO v5,500
55/299,11.9G,0.03484,0.1029,0.009808,0.1475,202,640,0.3312,0.9415,0.8471,0.5642,0.03126,0.09138,0.008481,YOLO v5,500
56/299,11.9G,0.03494,0.101,0.01,0.1459,175,640,0.4436,0.9188,0.8508,0.5696,0.0313,0.08419,0.009884,YOLO v5,500
57/299,11.9G,0.03463,0.1009,0.01024,0.1457,171,640,0.3861,0.9291,0.853,0.5859,0.03027,0.08524,0.00933,YOLO v5,500
58/299,11.9G,0.03468,0.1017,0.009267,0.1456,149,640,0.4056,0.9374,0.8657,0.5865,0.03073,0.08421,0.006814,YOLO v5,500
59/299,11.9G,0.03484,0.09938,0.009972,0.1442,177,640,0.3761,0.9279,0.8365,0.5642,0.03097,0.08539,0.01273,YOLO v5,500
60/299,11.9G,0.0339,0.09895,0.00958,0.1424,170,640,0.413,0.9135,0.8439,0.5742,0.02986,0.08458,0.01077,YOLO v5,500
61/299,11.9G,0.03402,0.09746,0.009101,0.1406,191,640,0.371,0.9502,0.868,0.5917,0.03,0.08541,0.008042,YOLO v5,500
62/299,11.9G,0.0338,0.09866,0.008289,0.1407,191,640,0.3868,0.9479,0.874,0.6062,0.02979,0.08538,0.008066,YOLO v5,500
63/299,11.9G,0.03344,0.09793,0.007569,0.1389,168,640,0.3891,0.9316,0.8594,0.5903,0.02946,0.08486,0.01084,YOLO v5,500
64/299,11.9G,0.03374,0.09792,0.008209,0.1399,163,640,0.3459,0.9451,0.8659,0.6038,0.02985,0.08627,0.007779,YOLO v5,500
65/299,11.9G,0.03319,0.0983,0.008513,0.14,184,640,0.3608,0.9505,0.8794,0.6086,0.02989,0.08496,0.008108,YOLO v5,500
66/299,11.9G,0.03353,0.09628,0.007919,0.1377,144,640,0.4422,0.9386,0.881,0.6181,0.02928,0.08194,0.008571,YOLO v5,500
67/299,11.9G,0.03305,0.09714,0.008339,0.1385,168,640,0.39,0.9446,0.8663,0.6017,0.02957,0.08496,0.008251,YOLO v5,500
68/299,11.9G,0.03298,0.09518,0.008654,0.1368,139,640,0.3882,0.9537,0.8895,0.6332,0.02906,0.08224,0.007283,YOLO v5,500
69/299,11.9G,0.03239,0.09338,0.00783,0.1336,136,640,0.414,0.9388,0.877,0.6136,0.02929,0.08177,0.008241,YOLO v5,500
