   141/299     11.9G   0.02504   0.07272  0.003363    0.1011       148       640    0.4904    0.9751    0.9585    0.7495   0.02274   0.06558   0.00154
   142/299     11.9G   0.02539   0.07206  0.003146    0.1006       142       640    0.5199    0.9737    0.9615    0.7522   0.02303    0.0631  0.001486
   143/299     11.9G   0.02554   0.07592  0.003038    0.1045       182       640    0.5153     0.975    0.9589    0.7505   0.02287   0.06411  0.001879
   144/299     11.9G   0.02468   0.07181  0.002942   0.09944       138       640    0.5356    0.9712    0.9555    0.7483   0.02309   0.06383  0.001897
   145/299     11.9G   0.02502   0.07139  0.003197   0.09961       141       640    0.5048    0.9772    0.9608    0.7544   0.02267   0.06377  0.001766
   146/299     11.9G   0.02517   0.07249  0.002859    0.1005       211       640    0.5194     0.973     0.962     0.755    0.0229   0.06358  0.001641
   147/299     11.9G   0.02459   0.07124  0.002923   0.09875       221       640    0.5337    0.9763     0.967     0.756   0.02264   0.06396  0.001145
   148/299     11.9G   0.02467   0.07126  0.002764   0.09869       177       640    0.4755    0.9765    0.9616    0.7563   0.02252   0.06491  0.001766
   149/299     11.9G   0.02475   0.07195  0.003013   0.09971       214       640    0.5567    0.9714    0.9613    0.7573   0.02279    0.0638  0.002108
   150/299     11.9G   0.02439   0.07055  0.003007   0.09794       163       640    0.5129    0.9772    0.9645    0.7627   0.02242   0.06319  0.001418
   151/299     11.9G   0.02455   0.06994  0.002964   0.09746       217       640     0.511    0.9792    0.9644    0.7591   0.02255   0.06297   0.00121
   152/299     11.9G   0.02413   0.07023  0.002631   0.09699       214       640    0.5494     0.977    0.9631     0.762   0.02226   0.06223  0.001477
   153/299     11.9G   0.02432   0.07149   0.00256   0.09837       137       640    0.5277    0.9721    0.9601    0.7627   0.02229   0.06188  0.001799
   154/299     11.9G   0.02447   0.07213  0.002587   0.09919       147       640    0.5383    0.9791    0.9657    0.7655   0.02214   0.06169  0.001663
   155/299     11.9G    0.0241   0.06861  0.002738   0.09545       177       640     0.503    0.9773    0.9602    0.7605   0.02213     0.063  0.002012
   156/299     11.9G   0.02445   0.06974  0.002585   0.09677       265       640    0.5359    0.9736    0.9607    0.7655   0.02189   0.06203  0.001788
   157/299     11.9G     0.024   0.06846  0.002715   0.09518       177       640    0.5121    0.9747    0.9623    0.7655    0.0221   0.06235  0.001643
   158/299     11.9G    0.0238   0.06908  0.003076   0.09595       197       640    0.5738    0.9727    0.9653     0.769   0.02191   0.06061  0.001042
   159/299     11.9G   0.02366   0.06901  0.002707   0.09538       171       640    0.5595    0.9744    0.9645    0.7675   0.02195   0.06127  0.001715
   160/299     11.9G   0.02362   0.06708  0.002577   0.09328       193       640    0.5508     0.972    0.9626    0.7649   0.02214   0.06172  0.001426
   161/299     11.9G   0.02356   0.06857  0.002737   0.09487       158       640    0.5204    0.9752    0.9618    0.7675   0.02187   0.06289  0.002019
   162/299     11.9G   0.02358   0.06923  0.002708   0.09553       192       640    0.5317    0.9767    0.9671    0.7774   0.02163   0.06028  0.001371
   163/299     11.9G    0.0234   0.06811  0.002829   0.09433       162       640    0.5425     0.978    0.9668    0.7745   0.02164   0.06023  0.001342
   164/299     11.9G   0.02335   0.06684  0.002644   0.09284       255       640    0.5278    0.9791    0.9671    0.7726    0.0217   0.06104  0.001455
   165/299     11.9G   0.02372   0.06914   0.00255   0.09541       163       640    0.5096    0.9787    0.9681    0.7773   0.02135   0.06148  0.001226
   166/299     11.9G   0.02371    0.0672  0.002537   0.09344       172       640    0.5366    0.9743    0.9652    0.7706    0.0216   0.06159  0.001554
   167/299     11.9G   0.02318   0.06559  0.002632    0.0914       146       640    0.5512    0.9735    0.9653    0.7736   0.02134   0.06068  0.001641
   168/299     11.9G   0.02289   0.06578   0.00265   0.09132       176       640    0.5347    0.9781    0.9687    0.7775   0.02114   0.06083 0.0009264
   169/299     11.9G   0.02325   0.06731   0.00258   0.09313       168       640    0.5413     0.977    0.9693    0.7825   0.02112   0.06036  0.001152
   170/299     11.9G   0.02312   0.06702  0.002461    0.0926       195       640    0.5386    0.9748    0.9631    0.7778     0.021   0.06015  0.001236
   171/299     11.9G   0.02294   0.06688  0.002547   0.09236       150       640     0.571    0.9768    0.9701    0.7841   0.02101   0.05829 0.0009918
   172/299     11.9G   0.02302   0.06579  0.002476   0.09129       155       640    0.5219    0.9799    0.9688    0.7758   0.02116   0.05963  0.001136
   173/299     11.9G   0.02257   0.06441   0.00214   0.08911       147       640     0.548    0.9776     0.967    0.7797   0.02105   0.06032  0.001011
   174/299     11.9G   0.02261   0.06578  0.002293   0.09068       147       640    0.5499     0.976    0.9686    0.7804   0.02101   0.05877  0.001497
   175/299     11.9G   0.02211   0.06461  0.002416   0.08914       141       640    0.5389    0.9748    0.9656    0.7794   0.02079   0.05981  0.001238
   176/299     11.9G   0.02291   0.06549  0.002937   0.09133       168       640    0.5488    0.9771    0.9644    0.7818   0.02087   0.05963  0.001257
   177/299     11.9G   0.02268   0.06629  0.002299   0.09127       163       640    0.5489     0.974    0.9674    0.7839   0.02079   0.05961 0.0009968
   178/299     11.9G   0.02253   0.06529  0.002277    0.0901       189       640    0.5551    0.9787    0.9713    0.7888   0.02074   0.05798  0.001012
   179/299     11.9G   0.02196   0.06582  0.002181   0.08996       159       640    0.5594    0.9766     0.968    0.7884   0.02066   0.05961  0.001188
   180/299     11.9G   0.02216   0.06321  0.002485   0.08786       194       640    0.5623    0.9758    0.9686    0.7903   0.02078   0.05843    0.0011
   181/299     11.9G   0.02231   0.06463  0.002419   0.08936       165       640    0.5488     0.978    0.9689    0.7833    0.0209   0.05896   0.00134
   182/299     11.9G   0.02241   0.06368  0.002423   0.08851       122       640     0.549    0.9808    0.9697    0.7871   0.02059   0.05791  0.001089
   183/299     11.9G   0.02222   0.06305  0.002168   0.08744       148       640      0.55    0.9781    0.9705    0.7895   0.02044   0.05889  0.001272
   184/299     11.9G   0.02212   0.06393  0.001962   0.08802       160       640    0.5808    0.9761      0.97    0.7934   0.02024   0.05853  0.001105
   185/299     11.9G   0.02201   0.06248  0.002271   0.08676       145       640    0.5801    0.9786      0.97    0.7946   0.02009   0.05771   0.00114
   186/299     11.9G   0.02184   0.06469  0.002275    0.0888       185       640    0.5705    0.9788    0.9708    0.7947   0.02009   0.05682  0.001099
