   131/299     12.1G   0.03176   0.09249  0.006309    0.1306       174       640    0.3922    0.8028     0.719    0.4743   0.03304    0.1005   0.02232
   132/299     12.1G   0.03279   0.09385  0.006173    0.1328       152       640    0.4182    0.8137    0.7341    0.4852   0.03308   0.09939   0.02099
   133/299     12.1G   0.03191   0.09298  0.006247    0.1311       201       640    0.3774      0.82    0.7314    0.4824   0.03289    0.1002   0.02344
   134/299     12.1G    0.0319   0.09136  0.006595    0.1299       138       640      0.37    0.8303    0.7299    0.4788   0.03248   0.09977   0.02326
   135/299     12.1G   0.03153   0.09219  0.006737    0.1305       172       640    0.3353     0.852    0.7227    0.4723   0.03244    0.1015   0.02158
   136/299     12.1G   0.03138   0.09062  0.005849    0.1278       163       640    0.3707    0.8209    0.7201    0.4754   0.03252       0.1   0.02078
   137/299     12.1G   0.03174   0.09083   0.00605    0.1286       182       640    0.3793    0.8128    0.6945    0.4663   0.03262    0.1017   0.02478
   138/299     12.1G     0.032   0.09067  0.005433    0.1281       157       640    0.3558    0.8385    0.7196    0.4802     0.032   0.09843   0.02028
   139/299     12.1G   0.03123   0.09323  0.005797    0.1302       242       640    0.3428    0.8373    0.7093    0.4677   0.03254    0.1012   0.02336
   140/299     12.1G   0.03045   0.09133  0.005735    0.1275       148       640    0.3794    0.8299    0.7348    0.4807   0.03273   0.09998   0.01821
   141/299     12.1G   0.03114   0.09089  0.006436    0.1285       174       640    0.4421    0.7904    0.7105    0.4755   0.03332    0.1003   0.02192
   142/299     12.1G   0.03023   0.08666  0.005642    0.1225       168       640    0.3904     0.812    0.7138    0.4774   0.03215    0.0991    0.0228
   143/299     12.1G   0.03076   0.09161  0.006035    0.1284       188       640    0.3903    0.7982    0.7125    0.4728    0.0326    0.1007   0.02277
   144/299     12.1G    0.0311   0.09218  0.005463    0.1287       207       640    0.4059    0.8017    0.7087    0.4829   0.03256    0.1023   0.02105
   145/299     12.1G   0.03106   0.08815  0.005142    0.1243       170       640    0.3425     0.835    0.7164    0.4753     0.032    0.1029    0.0223
   146/299     12.1G   0.03047   0.08791  0.005972    0.1244       171       640    0.4256    0.8038    0.7093    0.4689   0.03332    0.1001   0.02408
   147/299     12.1G   0.03011   0.08768   0.00618     0.124       184       640    0.3887    0.8212    0.7174    0.4754   0.03266    0.1007   0.02524
   148/299     12.1G   0.03035   0.08727  0.004995    0.1226       209       640    0.3562    0.8424    0.7035    0.4705   0.03193    0.1006   0.02459
   149/299     12.1G   0.03029   0.08736  0.005582    0.1232       138       640    0.3953    0.8279    0.7165    0.4722   0.03236    0.1005   0.02562
   150/299     12.1G   0.03042   0.08729  0.005238     0.123       196       640    0.4202    0.8297    0.7412    0.4879   0.03254   0.09961   0.01938
   151/299     12.1G   0.02987   0.08604  0.005055     0.121       141       640    0.4074    0.8084    0.7198    0.4794   0.03213   0.09811   0.02624
   152/299     12.1G   0.02986   0.08588  0.005795    0.1215       210       640    0.3671     0.825    0.7105    0.4677   0.03246    0.1016     0.022
   153/299     12.1G   0.02989   0.08731  0.004978    0.1222       165       640    0.4057    0.8058    0.7138    0.4808   0.03279    0.1006   0.02148
   154/299     12.1G    0.0302   0.08426  0.005778    0.1202       153       640    0.4386    0.7948    0.7073    0.4713    0.0334    0.1029   0.02305
   155/299     12.1G   0.02986   0.08647   0.00537    0.1217       138       640    0.3957    0.8294    0.7333    0.4892   0.03219    0.1014   0.01905
   156/299     12.1G   0.02961   0.08654  0.005203    0.1213       170       640    0.4371    0.8062    0.7248    0.4822   0.03241    0.1014   0.02239
   157/299     12.1G   0.02997   0.08182  0.005774    0.1176       139       640    0.3895    0.8239    0.7104    0.4737   0.03246    0.1025   0.02579
   158/299     12.1G   0.02949   0.08606   0.00514    0.1207       238       640    0.3801    0.8273    0.7283     0.483    0.0319    0.1016   0.02336
   159/299     12.1G   0.02945   0.08602  0.005272    0.1207       156       640    0.4246    0.8062    0.7154     0.482   0.03234    0.1019    0.0239
   160/299     12.1G   0.02957    0.0834  0.004829    0.1178       175       640    0.3832    0.8258    0.7166    0.4801   0.03205     0.102   0.02412
   161/299     12.1G   0.02945   0.08399  0.005029    0.1185       138       640    0.3802    0.8296    0.7197    0.4829    0.0322    0.0977   0.02219
   162/299     12.1G   0.02933    0.0843  0.005199    0.1188       154       640    0.4061    0.8229    0.7365    0.4982   0.03212    0.1026   0.01971
   163/299     12.1G   0.02928   0.08368  0.004911    0.1179       225       640     0.423    0.8118    0.7288    0.4854   0.03261    0.1003   0.02212
   164/299     12.1G   0.02907   0.08478  0.004545    0.1184       208       640    0.3672    0.8303    0.7095    0.4714    0.0322    0.1036    0.0244
   165/299     12.1G   0.02922   0.08234  0.005277    0.1168       236       640    0.4038     0.827    0.7373     0.498   0.03208    0.1015   0.02141
   166/299     12.1G   0.02917   0.08103  0.004567    0.1148       124       640    0.3921     0.836    0.7438     0.492   0.03223    0.1013   0.02297
   167/299     12.1G   0.02913   0.08199  0.004128    0.1152       156       640    0.3708    0.8199    0.7217    0.4771   0.03249    0.1042   0.02266
   168/299     12.1G   0.02859   0.08289   0.00472    0.1162       158       640    0.4026    0.8285    0.7373     0.494   0.03193     0.102   0.01996
   169/299     12.1G   0.02868   0.08339   0.00455    0.1166       159       640    0.4017    0.8266     0.734    0.4957   0.03199    0.1023   0.02148
   170/299     12.1G   0.02908   0.08282  0.004399    0.1163       199       640    0.3649    0.8336    0.7057    0.4748   0.03223    0.1024   0.02549
   171/299     12.1G   0.02855   0.08121  0.003972    0.1137       159       640    0.4184    0.8294    0.7409    0.4959    0.0324    0.1032   0.01984
   172/299     12.1G   0.02831   0.07993  0.004094    0.1123       162       640    0.4123     0.787    0.7143     0.484   0.03283    0.1051   0.02576
   173/299     12.1G    0.0286   0.08161  0.004647    0.1149       165       640    0.3904    0.8228    0.7042    0.4748   0.03239     0.106   0.02883
   174/299     12.1G   0.02795   0.08123  0.004784     0.114       127       640    0.3798    0.8167    0.7062    0.4696   0.03228    0.1029   0.02678
   175/299     12.1G   0.02821    0.0819  0.004121    0.1142       185       640    0.4358    0.8088     0.727    0.4836    0.0323    0.1027    0.0223
   176/299     12.1G    0.0283   0.07815  0.004784    0.1112       205       640    0.4226    0.8037     0.711     0.477   0.03236    0.1032   0.02406
   177/299     12.1G   0.02825   0.07932  0.004319    0.1119       187       640    0.4409     0.807    0.7226    0.4793   0.03267    0.1024   0.02265
   178/299     12.1G   0.02777    0.0796   0.00433    0.1117       271       640    0.4404      0.82    0.7309    0.4963   0.03229    0.1017   0.02226
